1.pdf
Upload,0.00,0.00,0.00,0.00,0.00
indexing,987.38,17.52,12.15,4749.55,4.81
modern-svg.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,69.24,7.29,15.76,4755.41,68.68
Upload,0.00,0.00,0.00,0.00,0.00
indexing,998.23,17.58,12.04,4755.41,4.76
modern-web-operations.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,69.82,7.37,15.76,4770.03,68.32
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1009.77,17.64,11.95,4770.03,4.72
monitoring-distributed-systems.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,70.33,7.39,15.66,4773.39,67.87
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1020.52,17.71,11.83,4773.39,4.68
network-automation-with-ansible.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,70.84,7.41,15.56,4776.84,67.43
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1031.31,17.77,11.72,4776.84,4.63
not-all-data-is-created-equal.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,71.28,7.42,15.44,4778.78,67.04
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1042.06,17.83,11.61,4778.78,4.59
object-oriented-vs-functional-programming.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,71.69,7.44,15.34,4780.30,66.68
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1053.35,17.89,11.51,4780.30,4.54
open-by-design.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,72.13,7.46,15.23,4781.96,66.30
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1064.14,17.95,11.40,4781.96,4.49
patrolling-the-dark-net.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,72.64,7.48,15.15,4786.18,65.89
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1074.89,18.01,11.30,4786.18,4.45
python-in-education.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,73.16,7.50,15.06,4789.92,65.47
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1085.67,18.08,11.20,4789.92,4.41
python-web-frameworks.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,73.60,7.52,14.98,4792.46,65.11
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1096.50,18.14,11.11,4792.46,4.37
reactive-microservices-architecture-orm.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,74.17,7.60,14.96,4801.13,64.73
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1107.29,18.20,11.01,4801.13,4.34
real-world-maintainable-software.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,74.69,7.62,14.89,4806.84,64.36
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1118.10,18.27,10.92,4806.84,4.30
release-engineering.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,75.20,7.64,14.80,4810.33,63.97
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1128.86,18.33,10.83,4810.33,4.26
rxjava-for-android-app-development.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,75.60,7.66,14.73,4811.61,63.65
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1139.65,18.39,10.74,4811.61,4.22
security-data-lake.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,76.09,7.68,14.64,4814.49,63.27
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1150.94,18.46,10.65,4814.49,4.18
software-architecture-patterns.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,76.61,7.70,14.57,4819.77,62.91
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1161.75,18.52,10.57,4819.77,4.15
static-site-generators.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,77.06,7.71,14.48,4822.10,62.58
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1172.57,18.58,10.49,4822.10,4.11
swift-pocket-reference.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,77.51,7.73,14.41,4825.10,62.25
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1184.12,18.65,10.42,4825.10,4.07
ten-steps-to-linux-survival.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,78.04,7.75,14.35,4831.30,61.90
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1194.92,18.71,10.34,4831.30,4.04
the-human-side-of-postmortems.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,78.48,7.77,14.26,4833.19,61.58
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1205.70,18.78,10.26,4833.19,4.01
unikernels.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,79.06,7.85,14.24,4841.59,61.24
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1216.52,18.84,10.19,4841.59,3.98
unsung-tools-of-devops.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,79.57,7.87,14.19,4844.94,60.89
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1227.29,18.90,10.10,4844.94,3.95
upgrading-to-php-seven.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,80.02,7.89,14.10,4847.45,60.58
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1238.16,18.97,10.03,4847.45,3.92
web-performance-warrior.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,80.46,7.91,14.04,4849.12,60.27
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1249.48,19.03,9.96,4849.12,3.88
webpage-size-speed-perf.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,80.91,7.92,13.98,4851.81,59.97
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1260.28,19.10,9.89,4851.81,3.85
who-are-the-bad-guys-and-what-do-they-want.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,81.35,7.94,13.92,4853.46,59.66
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1271.03,19.16,9.81,4853.46,3.82
why-rust.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,81.79,7.96,13.86,4855.59,59.37
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1282.34,19.22,9.74,4855.59,3.79
PhoenixProjectExcerpt.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,82.19,7.98,13.81,4856.79,59.09
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1293.92,19.29,9.69,4856.79,3.75
Reversing-Secrets of Reverse Engineering - Eldad Eilam.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,82.74,8.06,13.77,4865.16,58.80
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1303.43,19.36,9.99,4865.16,3.73
Running Xen-A Hands-On Guide to the Art of Virtualization.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,83.26,8.08,13.72,4869.41,58.49
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1313.30,19.44,10.05,4869.41,3.71
Software Engineering (9th Edition).pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,83.81,8.15,13.75,4883.30,58.27
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1322.31,19.52,10.35,4883.30,3.69
The Definitive Guide to the Xen Hypervisor - David Chisnall.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,84.26,8.18,13.68,4885.57,57.98
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1331.01,19.59,10.37,4885.57,3.67
building_secure_and_reliable_systems.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,84.84,8.26,13.67,4894.46,57.69
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1343.76,19.66,10.35,4894.46,3.64
cuckoo_egg.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,85.23,8.28,13.62,4895.34,57.43
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1352.23,19.74,10.34,4895.34,3.62
databasereliabilityengineering.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,85.80,8.37,13.61,4904.67,57.16
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1364.16,19.81,10.31,4904.67,3.60
07 Designing a RESTful API with Python and Flask - miguelgrinberg.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,86.15,8.39,13.57,4905.17,56.94
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1374.94,19.87,10.24,4905.17,3.57
Flask Web Development.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,86.73,8.46,13.56,4913.65,56.65
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1386.64,19.94,10.20,4913.65,3.54
Flask.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,87.12,8.48,13.49,4914.63,56.41
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1395.04,20.01,10.19,4914.63,3.52
heap-exploitation.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,87.48,8.49,13.43,4915.38,56.19
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1406.40,20.07,10.13,4915.38,3.50
jenkins2_upandrunning.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,88.04,8.59,13.64,4946.14,56.18
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1415.53,20.14,10.13,4946.14,3.49
learningkalilinux.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,88.64,8.71,13.74,4968.73,56.05
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1424.50,20.21,10.12,4968.73,3.49
malware_analysts_cookbook_and_dvd_tools_and_techniques_for_fighting_malicious_code.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,89.25,8.77,13.77,4987.65,55.88
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1434.11,20.29,10.16,4987.65,3.48
nginx_A practical guide to high performance - Stephen Corona.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,89.77,8.79,13.73,4992.48,55.61
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1445.01,20.35,10.10,4992.48,3.45
parallélisme.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,89.98,8.81,13.70,4992.55,55.49
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1456.25,20.41,10.03,4992.55,3.43
practical_reverse_engineering_x86_x64_arm_windows_kernel_reversing_tools_and_obfuscation.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,90.50,8.83,13.65,4997.04,55.22
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1465.82,20.48,10.10,4997.04,3.41
prometheus_upandrunning.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,91.07,8.91,13.64,5005.71,54.97
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1474.44,20.55,10.11,5005.71,3.40
puppetbestpractices.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,91.57,8.93,13.59,5010.31,54.72
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1485.68,20.62,10.08,5010.31,3.37
secrets_and_lies_digital_security_in_a_networked_world.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,92.08,8.94,13.53,5014.09,54.45
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1494.31,20.69,10.08,5014.09,3.36
shellcoders_handbook_discovering_and_exploiting_security_holes.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,92.59,8.96,13.48,5017.57,54.19
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1504.33,20.77,10.14,5017.57,3.34
socialengineering_thescienceofhumanhacking_2ndedition.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,93.15,9.06,13.48,5026.98,53.96
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1515.97,20.83,10.13,5026.98,3.32
softsec.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,93.54,9.07,13.43,5027.79,53.75
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1527.35,20.90,10.07,5027.79,3.29
theartofdeception_controllingthehumanelementofsecurity.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,94.10,9.19,13.47,5044.23,53.61
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1537.00,20.97,10.11,5044.23,3.28
threat_modeling_designing_for_security.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,94.70,9.27,13.55,5065.93,53.50
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1545.58,21.04,10.31,5065.93,3.28
unauthorisedaccess_physicalpenetrationtestingforitsecurityteams.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,95.32,9.35,13.64,5091.88,53.42
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1556.84,21.11,10.28,5091.88,3.27
web_application_hackers_handbook_finding_and_exploiting_security_flaws.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,95.91,9.45,13.66,5108.19,53.26
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1566.26,21.18,10.52,5108.19,3.26
wehaveroot_evenmoreadvicefromschneieronsecurity.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,96.43,9.46,13.62,5113.03,53.02
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1575.24,21.25,10.51,5113.03,3.25
wireless-network-security-signals-and-communication.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,96.95,9.48,13.59,5118.75,52.80
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1584.95,21.32,10.54,5118.75,3.23
Cryptography and Network Security 5th ed - William Stallings.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,97.51,9.50,13.55,5126.73,52.57
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1595.85,21.40,10.64,5126.73,3.21
Cryptography_-_Intro_To_Cryptography.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,97.91,9.52,13.50,5127.87,52.37
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1607.29,21.46,10.58,5127.87,3.19
SeriousCryptography.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,98.42,9.54,13.45,5132.55,52.15
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1615.99,21.54,10.59,5132.55,3.18
applied_cryptography_protocols_algorithms_and_source_code_in_c.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,99.08,9.79,13.88,5188.91,52.37
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1625.79,21.61,10.83,5188.91,3.19
cryptography_engineering_design_principles_and_practical_applications.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,99.53,9.81,13.83,5191.69,52.16
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1634.74,21.68,10.82,5191.69,3.18
"DTrace Dynamic Tracing In Oracle Solaris, Mac OS X & FreeBSD - Brendan Gregg & Jim Mauro.pdf"
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,100.11,9.87,13.85,5203.50,51.98
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1644.81,21.75,11.06,5203.50,3.16
"Fundamentals of digital logic with VHDL design (3rd edition) - Stephen Brown, Zvonko Vranesic.pdf"
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,100.70,9.92,13.86,5215.67,51.80
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1655.75,21.83,11.15,5215.67,3.15
Graph_Databases_2e_Neo4j.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,101.27,10.03,13.87,5225.59,51.60
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1664.12,21.89,11.13,5225.59,3.14
ch01.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,101.71,10.05,13.83,5227.36,51.39
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1674.85,21.95,11.06,5227.36,3.12
ch01_2.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,102.15,10.06,13.78,5229.13,51.19
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1685.58,22.02,11.00,5229.13,3.10
ch03.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,102.71,10.09,13.74,5235.53,50.97
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1696.45,22.08,10.94,5235.53,3.09
ch04.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,103.22,10.11,13.70,5240.70,50.77
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1707.75,22.15,10.88,5240.70,3.07
ch06.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,103.73,10.12,13.65,5244.88,50.56
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1719.02,22.21,10.82,5244.88,3.05
ch07.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,104.24,10.14,13.60,5248.14,50.35
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1729.77,22.27,10.76,5248.14,3.03
ch13.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,104.76,10.16,13.56,5253.34,50.15
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1740.56,22.34,10.71,5253.34,3.02
ch8.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,105.21,10.18,13.51,5256.01,49.96
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1751.37,22.40,10.65,5256.01,3.00
ch9.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,105.69,10.20,13.49,5258.30,49.75
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1762.67,22.47,10.59,5258.30,2.98
High_Performance_Networking_Unleashed.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,106.13,10.21,13.45,5260.14,49.56
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1771.94,22.54,10.60,5260.14,2.97
art_of_memory_forensics_detecting_malware_and_threats_in_windows_linux_and_mac_memory.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,106.73,10.29,13.48,5274.47,49.42
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1781.79,22.61,10.67,5274.47,2.96
artofintrusion_therealstoriesbehindtheexploitsofhackersintrudersan.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,107.24,10.32,13.45,5278.67,49.22
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1790.90,22.68,10.67,5278.67,2.95
Infrastructure_as_Code_2E-ER_Linode.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,107.79,10.42,13.49,5294.83,49.12
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1802.35,22.75,10.64,5294.83,2.94
"Interactive computer graphics_a top-down approach with shader-based OpenGL (6th edition) - Edward Angel, Dave Shreiner.pdf"
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,108.40,10.48,13.50,5307.37,48.96
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1812.91,22.82,10.71,5307.37,2.93
Introduction to the theory of computation_third edition - Michael Sipser.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,108.96,10.59,13.61,5331.26,48.93
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1822.75,23.59,10.78,5331.26,2.92
La cryptographie militaire - Auguste Kerckhoffs.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,109.35,10.61,13.55,5332.10,48.76
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1833.61,23.65,10.73,5332.10,2.91
Linux Administration-A Beginner's Guide 5th Edition - Wale Soyinka.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,109.91,10.62,13.50,5338.68,48.57
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1845.29,23.73,10.84,5338.68,2.89
La base des réseaux et des systèmes - Microsoft Windows 2000 - ISEIG.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,110.62,10.75,13.73,5386.36,48.69
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1852.81,23.79,10.81,5386.36,2.91
No.Starch.Press.Rootkits.and.Bootkits.www.EBooksWorld.ir.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,111.20,10.80,13.74,5398.43,48.55
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1865.46,23.86,10.81,5398.43,2.89
20-python-libraries-you-arent-using-but-should.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,111.72,10.82,13.69,5402.56,48.36
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1876.82,23.92,10.76,5402.56,2.88
HTTP2-high-perf-browser-networking.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,112.23,10.85,13.65,5406.28,48.17
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1887.61,23.98,10.71,5406.28,2.86
O'Reilly_-_802.11_Wireles_Networks_The_Definitive_Guide.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,112.74,10.86,13.62,5410.42,47.99
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1897.41,24.05,10.74,5410.42,2.85
O'Reilly_-_Database_Nation_The_Death_of_Privacy_in_the_21st_.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,113.27,10.88,13.59,5416.54,47.82
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1905.98,24.12,10.74,5416.54,2.84
O'Reilly_-_Designing_Large-Scale_LANs.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,113.71,10.90,13.56,5418.56,47.65
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1918.56,24.19,10.74,5418.56,2.82
O'Reilly_-_Ethernet_Definitive_Guide.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,114.28,10.98,13.55,5426.61,47.48
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1928.80,24.26,10.82,5426.61,2.81
O'Reilly_-_IPv6_Essentials.pdf
Stage,ExecutionTime(sec),MemoryUsage(MB),CPU-Usage(%),DataTransferred(MB),Throughput(MB/s)
Download,114.73,11.00,13.51,5429.24,47.32
Upload,0.00,0.00,0.00,0.00,0.00
indexing,1938.55,24.33,10.85,5429.24,2.80
O'Reilly_-_Mastering_Regular_Expressions_2nd_Edition.pdf
